InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
47_PELLA'S WISH_38370,47,38370,Oyster Bay Svgn Bl Marlboro,750mL,1,8.95,8.95,2024-08-03,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_40545,67,40545,Whitehaven Svgn Bl Marlboro,750mL,1,14.99,14.99,2024-04-20,750.0,2,0.11,3252,E & J GALLO WINERY         
55_DRY GULCH_6459,55,6459,Freixenet Cordon Negro Extr,750mL,1,10.99,10.99,2024-12-11,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
49_GARIGILL_3420,49,3420,New Amsterdam Coconut Vodka,750mL,1,10.99,10.99,2024-07-29,750.0,1,0.79,3252,E & J GALLO WINERY         
40_BULLMAR_3243,40,3243,Burnetts Vodka,1.75L,1,12.49,12.49,2024-04-01,1750.0,1,1.84,3924,HEAVEN HILL DISTILLERIES   
53_HILLFAR_28681,53,28681,F Coppola Rosso Bianco Rosso,750mL,3,32.97,10.99,2024-10-14,750.0,2,0.34,2000,SOUTHERN WINE & SPIRITS NE 
69_MOUNTMEND_2398,69,2398,Tullamore Dew,750mL,1,26.99,26.99,2024-04-13,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
75_BARNCOMBE_4258,75,4258,Bacardi Mango Fusion,750mL,1,9.99,9.99,2024-11-22,750.0,1,0.79,480,BACARDI USA INC            
18_FURNESS_5138,18,5138,Fireball Cinnamon Whisky,750mL,1,13.99,13.99,2024-02-22,750.0,1,0.79,8004,SAZERAC CO INC             
11_CARDEND_5090,11,5090,El Charro Silver Tequila,750mL,2,29.98,14.99,2024-09-01,750.0,1,1.57,8004,SAZERAC CO INC             
78_EASTHAVEN_1231,78,1231,Jack Daniels No 7 Black,375mL,1,12.99,12.99,2024-04-10,375.0,1,0.39,1128,BROWN-FORMAN CORP          
7_STANMORE_6984,7,6984,Kendall Jackson Vntrs RSV Me,750mL,1,16.99,16.99,2024-07-07,750.0,2,0.11,10000,MAJESTIC FINE WINES        
66_EANVERNESS_4254,66,4254,Remy Martin 1738 Accord Royl,375mL,2,59.98,29.99,2024-06-10,375.0,1,0.79,7239,REMY COINTREAU USA INC     
33_HORNSEY_46734,33,46734,Gnarly Head Cab Svgn Cal,750mL,1,9.99,9.99,2024-01-03,750.0,2,0.11,2242,DELICATO VINEYARDS INC     
73_DONCASTER_482,73,482,Absolut 80 Proof,Liter,8,175.92,21.99,2024-07-02,1000.0,1,8.4,17035,PERNOD RICARD USA          
49_GARIGILL_3961,49,3961,Grey Goose La Poire Vodka,750mL,2,47.98,23.99,2024-09-04,750.0,1,1.57,480,BACARDI USA INC            
14_BROMWICH_5221,14,5221,RumChata Liqueur,375mL,1,12.99,12.99,2024-06-23,375.0,1,0.39,6213,MHW LTD                    
78_EASTHAVEN_4262,78,4262,Capt Morgan Spiced Rum,750mL,1,14.99,14.99,2024-05-02,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
20_BREDWARDINE_5111,20,5111,Dr McGillicuddy's Mentholmnt,50mL,12,11.88,0.99,2024-10-07,50.0,1,0.63,8004,SAZERAC CO INC             
73_DONCASTER_15424,73,15424,Santa Ema Cab Svgn Rsv,750mL,4,51.96,12.99,2024-03-23,750.0,2,0.45,4425,MARTIGNETTI COMPANIES
73_DONCASTER_26462,73,26462,Ravenswood Znfdl Sonoma,750mL,1,16.99,16.99,2024-12-10,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
64_CESTERFIELD_8361,64,8361,Carlo Rossi Chablis Calif,4L,1,14.99,14.99,2024-05-02,4000.0,2,0.6,3252,E & J GALLO WINERY         
56_BEGGAR'S HOLE_8021,56,8021,Glenfiddich Special Rsv 12,750mL,1,42.99,42.99,2024-06-10,750.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
5_SUTTON_8068,5,8068,Absolut 80 Proof,1.75L,2,49.98,24.99,2024-05-03,1750.0,1,3.67,17035,PERNOD RICARD USA          
34_PITMERDEN_10581,34,10581,Fat Bastard Pnt Nr,750mL,4,47.96,11.99,2024-04-30,750.0,2,0.45,7153,PINE STATE TRADING CO      
70_KELD_43434,70,43434,Phillips Earthquake Cab Svgn,750mL,1,22.99,22.99,2024-06-17,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
40_BULLMAR_3915,40,3915,Sauza Silver Tequila,750mL,2,25.98,12.99,2024-07-01,750.0,1,1.57,12546,JIM BEAM BRANDS COMPANY    
16_LUNDY_41253,16,41253,Ch St Jean Cab Svgn Cal,750mL,1,9.95,9.95,2024-02-09,750.0,2,0.11,9819,TREASURY WINE ESTATES      
34_PITMERDEN_4679,34,4679,Courvoisier VS Cognac,375mL,5,59.95,11.99,2024-11-19,375.0,1,1.97,12546,JIM BEAM BRANDS COMPANY    
71_CLARCTON_36378,71,36378,MezzaCorona Pnt Grigio,1.5L,1,9.49,9.49,2024-04-30,1500.0,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
14_BROMWICH_3890,14,3890,Absolut Peppar,750mL,1,17.99,17.99,2024-06-10,750.0,1,0.79,17035,PERNOD RICARD USA          
41_LARNWICK_4235,41,4235,Sailor Jerry Spiced Rum,375mL,2,19.98,9.99,2024-08-11,375.0,1,0.79,3664,WILLIAM GRANT & SONS INC   
72_HARDERSFIELD_5381,72,5381,E&J Peach Brandy,50mL,2,1.98,0.99,2024-08-06,50.0,1,0.1,3252,E & J GALLO WINERY         
15_WANBORNE_6596,15,6596,Kenwood Svgn Bl Sonoma,750mL,5,49.95,9.99,2024-03-07,750.0,2,0.56,17035,PERNOD RICARD USA          
50_MOUNTMEND_5730,50,5730,Galliano L'Autentico Liqueur,50mL,1,1.99,1.99,2024-07-15,50.0,1,0.05,6213,MHW LTD                    
30_CULCHETH_28580,30,28580,Silverado Chard,750mL,1,24.99,24.99,2024-11-18,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
67_EANVERNESS_35130,67,35130,C Back Goats Do Roam Rouge,750mL,2,21.98,10.99,2024-10-08,750.0,2,0.22,1587,VINEYARD BRANDS INC        
64_CESTERFIELD_24971,64,24971,Hugel Gentil White,750mL,4,55.96,13.99,2024-01-29,750.0,2,0.45,9744,FREDERICK WILDMAN & SONS   
34_PITMERDEN_23438,34,23438,Frost Bitten Ice Rsl,375mL,1,12.99,12.99,2024-12-29,375.0,2,0.06,10754,PERFECTA WINES             
34_PITMERDEN_20880,34,20880,Valmaggiore Nebbiolo d'Alba,750mL,1,46.99,46.99,2024-04-02,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
2_ASHBORNE_13141,2,13141,Noble Vines 181 Merlot Lodi,750mL,1,9.99,9.99,2024-12-19,750.0,2,0.11,2242,DELICATO VINEYARDS INC     
8_ALNERWICK_1231,8,1231,Jack Daniels No 7 Black,375mL,1,12.99,12.99,2024-08-12,375.0,1,0.39,1128,BROWN-FORMAN CORP          
24_PALPERROTH_4064,24,4064,Calico Jack Pin/Coc Rum,1.75L,1,12.99,12.99,2024-10-29,1750.0,1,1.84,12546,JIM BEAM BRANDS COMPANY    
2_ASHBORNE_5103,2,5103,Fireball Cinnamon Whisky,1.75L,1,24.99,24.99,2024-06-25,1750.0,1,1.84,8004,SAZERAC CO INC             
48_NORFOLK_3893,48,3893,Zhenka 80 Proof,1.75L,1,9.99,9.99,2024-10-14,1750.0,1,1.84,9552,M S WALKER INC             
36_LEWES_8130,36,8130,Bacardi Superior Rum,50mL,2,2.58,1.29,2024-07-21,50.0,1,0.1,480,BACARDI USA INC            
15_WANBORNE_35480,15,35480,Prinz Salm Der Weib,750mL,1,15.99,15.99,2024-11-23,750.0,2,0.11,10754,PERFECTA WINES             
73_DONCASTER_12111,73,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,2024-01-31,750.0,2,0.11,90032,LABELLE VYDS AND WINERY    
68_SOLARIS_22919,68,22919,Complicated Pnt Nr,750mL,1,18.99,18.99,2024-07-18,750.0,2,0.11,8892,TRINCHERO FAMILY ESTATES   
79_BALLYMENA_23095,79,23095,Glen Ellen Cab Svgn RSV,1.5L,3,20.97,6.99,2024-03-09,1500.0,2,0.68,9815,WINE GROUP INC             
49_GARIGILL_2663,49,2663,Dewars White Label,1.75L,14,419.86,29.99,2024-11-20,1750.0,1,25.72,480,BACARDI USA INC            
7_STANMORE_19260,7,19260,The Beach House Pinot Grigio,750mL,1,9.99,9.99,2024-04-16,750.0,2,0.11,653,STATE WINE & SPIRITS   
34_PITMERDEN_12111,34,12111,LaBelle Winery Cranberry,750mL,1,15.99,15.99,2024-11-17,750.0,2,0.11,90032,LABELLE VYDS AND WINERY    
21_BALERNO_3684,21,3684,Fleischmanns Royal Vodka,1.75L,4,39.96,9.99,2024-01-20,1750.0,1,7.35,660,SAZERAC NORTH AMERICA INC. 
75_BARNCOMBE_4245,75,4245,Bacardi Superior Rum,750mL,4,39.96,9.99,2024-07-29,750.0,1,3.15,480,BACARDI USA INC            
44_PORTHCRAWL_8491,44,8491,Forbidden Secret Dark Mocha,750mL,1,19.99,19.99,2024-05-06,750.0,1,0.79,4425,MARTIGNETTI COMPANIES
50_MOUNTMEND_32338,50,32338,Stags Leap Svgn Bl Napa,750mL,1,24.99,24.99,2024-12-22,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
76_DONCASTER_8496,76,8496,Jadot Chardonnay,750mL,1,14.99,14.99,2024-01-10,750.0,1,0.79,4692,KOBRAND CORPORATION        
17_OLDHAM_40096,17,40096,Black Box Cab Svgn,3L,1,18.99,18.99,2024-04-15,3000.0,2,0.45,1392,CONSTELLATION BRANDS INC   
37_PAETHSMOUTH_11970,37,11970,Zaccagnini Montepulciano Rsv,750mL,2,23.9,11.95,2024-06-16,750.0,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
66_EANVERNESS_3802,66,3802,Three Olives Vodka,1.75L,15,284.85,18.99,2024-11-25,1750.0,1,27.56,7245,PROXIMO SPIRITS INC.       
66_EANVERNESS_1178,66,1178,Evan Williams Black Label B,750mL,1,11.49,11.49,2024-04-27,750.0,1,0.79,3924,HEAVEN HILL DISTILLERIES   
6_GOULCREST_3354,6,3354,Ketel One Vodka,375mL,2,29.98,14.99,2024-01-22,375.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
20_BREDWARDINE_3779,20,3779,Three Olives Cherry Vodka,750mL,3,38.97,12.99,2024-02-13,750.0,1,2.36,7245,PROXIMO SPIRITS INC.       
13_TARMSWORTH_2105,13,2105,Black Velvet Toasted Caramel,750mL,1,9.99,9.99,2024-07-07,750.0,1,0.79,1392,CONSTELLATION BRANDS INC   
6_GOULCREST_1424,6,1424,Bulleit Bourbon,375mL,1,13.99,13.99,2024-06-17,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
54_GUTHRAM_19055,54,19055,Wolf Blass Yllw Lbl Cab Svgn,750mL,2,19.98,9.99,2024-07-30,750.0,2,0.22,9819,TREASURY WINE ESTATES      
10_HORNSEY_7715,10,7715,Andre Extra Dry,750mL,15,89.85,5.99,2024-09-16,750.0,2,1.69,3252,E & J GALLO WINERY         
50_MOUNTMEND_1376,50,1376,Jim Beam,1.75L,8,183.92,22.99,2024-10-11,1750.0,1,14.7,12546,JIM BEAM BRANDS COMPANY    
38_GOULCREST_11826,38,11826,Cupcake Chard,750mL,6,41.94,6.99,2024-08-21,750.0,2,0.68,9815,WINE GROUP INC             
6_GOULCREST_854,6,854,Seagrams VO Canadian Whiskey,Liter,1,15.99,15.99,2024-01-18,1000.0,1,1.05,3960,DIAGEO NORTH AMERICA INC   
48_NORFOLK_7345,48,7345,M & R Asti,750mL,1,9.99,9.99,2024-07-17,750.0,2,0.11,480,BACARDI USA INC            
27_MOUNTMEND_1345,27,1345,Basil Hayden Bourbon,750mL,1,37.99,37.99,2024-03-09,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
5_SUTTON_7878,5,7878,Allens Coffee Brandy,1.75L,1,15.99,15.99,2024-03-23,1750.0,1,1.84,9552,M S WALKER INC             
33_HORNSEY_1955,33,1955,Jack Daniels Tennessee Honey,375mL,1,12.99,12.99,2024-07-27,375.0,1,0.39,1128,BROWN-FORMAN CORP          
59_CLAETHORPES_3802,59,3802,Three Olives Vodka,1.75L,8,143.92,17.99,2024-04-16,1750.0,1,14.7,7245,PROXIMO SPIRITS INC.       
23_ARBINGTON_4113,23,4113,Capt Morgan White,50mL,5,4.95,0.99,2024-10-27,50.0,1,0.26,3960,DIAGEO NORTH AMERICA INC   
50_MOUNTMEND_28070,50,28070,Sutter Home Moscato Cal,1.5L,1,9.99,9.99,2024-04-07,1500.0,2,0.22,8892,TRINCHERO FAMILY ESTATES   
1_HARDERSFIELD_5316,1,5316,Amaretto DiSaronno,50mL,3,6.87,2.29,2024-07-11,50.0,1,0.16,2555,DISARONNO INTERNATIONAL LLC
59_CLAETHORPES_2445,59,2445,Seagrams VO,750mL,3,35.97,11.99,2024-07-20,750.0,1,2.36,3960,DIAGEO NORTH AMERICA INC   
60_IRRAGIN_1373,60,1373,Jim Beam Honey,750mL,2,29.98,14.99,2024-12-10,750.0,1,1.57,12546,JIM BEAM BRANDS COMPANY    
30_CULCHETH_5381,30,5381,E&J Peach Brandy,50mL,2,1.98,0.99,2024-05-27,50.0,1,0.1,3252,E & J GALLO WINERY         
20_BREDWARDINE_7996,20,7996,Stock Italian Sweet Vermouth,750mL,1,6.49,6.49,2024-09-18,750.0,2,0.11,8352,LUXCO INC                  
59_CLAETHORPES_1767,59,1767,Buffalo Trace Bourbon,750mL,3,77.97,25.99,2024-12-31,750.0,1,2.36,8004,SAZERAC CO INC             
73_DONCASTER_28138,73,28138,Columbia Crest Grand Chard,750mL,2,15.9,7.95,2024-03-04,750.0,2,0.22,8673,STE MICHELLE WINE ESTATES  
44_PORTHCRAWL_8398,44,8398,Casamigos Blanco,750mL,1,46.99,46.99,2024-07-31,750.0,1,0.79,6213,MHW LTD                    
59_CLAETHORPES_8788,59,8788,Stolichnaya,50mL,4,7.96,1.99,2024-05-11,50.0,1,0.21,8664,"STOLI GROUP,(USA) LLC      "
76_DONCASTER_11037,76,11037,Beringer Classic Cab Svgn,750mL,1,5.99,5.99,2024-07-26,750.0,2,0.11,9819,TREASURY WINE ESTATES      
20_BREDWARDINE_42735,20,42735,Magnificent Wine Co House Re,750mL,1,10.99,10.99,2024-12-28,750.0,2,0.11,10754,PERFECTA WINES             
10_HORNSEY_4783,10,4783,Mr Boston Apricot Brandy,1.75L,1,13.99,13.99,2024-06-29,1750.0,1,1.84,660,SAZERAC NORTH AMERICA INC. 
34_PITMERDEN_5676,34,5676,Kinky Liqueur,50mL,4,7.96,1.99,2024-01-09,50.0,1,0.21,7153,PINE STATE TRADING CO      
31_HORNSEY_3489,31,3489,Tanqueray,1.75L,1,28.99,28.99,2024-07-13,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
67_EANVERNESS_4779,67,4779,Molletto Grappa di Barbera,750mL,1,29.99,29.99,2024-04-02,750.0,1,0.79,4848,LAIRD & CO                 
67_EANVERNESS_24593,67,24593,Bodegas La Cartuja Priorat,750mL,2,39.98,19.99,2024-07-22,750.0,2,0.22,10754,PERFECTA WINES             
64_CESTERFIELD_41072,64,41072,Angeline Pnt Nr Rsv,750mL,2,27.98,13.99,2024-10-25,750.0,2,0.22,9552,M S WALKER INC             
37_PAETHSMOUTH_4359,37,4359,Mr Boston Light Rum,1.75L,1,10.99,10.99,2024-04-09,1750.0,1,1.84,660,SAZERAC NORTH AMERICA INC. 
1_HARDERSFIELD_2686,1,2686,AnCnoc 12 Yr Old Scotch,750mL,2,75.98,37.99,2024-10-21,750.0,1,1.57,8004,SAZERAC CO INC             
38_GOULCREST_32989,38,32989,Barefoot Cab Svgn Cal,1.5L,1,11.99,11.99,2024-02-19,1500.0,2,0.22,3252,E & J GALLO WINERY         
44_PORTHCRAWL_5191,44,5191,Fireball Cinnamon Whiskey,375mL,1,9.99,9.99,2024-07-24,375.0,1,0.39,8004,SAZERAC CO INC             
43_WOLFORD_3310,43,3310,Pinnacle Vodka,375mL,2,11.98,5.99,2024-11-01,375.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
39_EASTHALLOW_2752,39,2752,Johnnie Walker Black Label,750mL,2,79.98,39.99,2024-07-22,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
2_ASHBORNE_2587,2,2587,Jameson Irish Whiskey,375mL,1,17.49,17.49,2024-12-04,375.0,1,0.39,17035,PERNOD RICARD USA          
37_PAETHSMOUTH_6748,37,6748,Turning Leaf RSV Chard Cal,750mL,1,5.99,5.99,2024-11-28,750.0,2,0.11,3252,E & J GALLO WINERY         
48_NORFOLK_8112,48,8112,Stolichnaya,1.75L,5,129.95,25.99,2024-09-20,1750.0,1,9.19,8664,"STOLI GROUP,(USA) LLC      "
72_HARDERSFIELD_21951,72,21951,Ruffino Aziano Chianti Clsc,750mL,2,25.98,12.99,2024-12-26,750.0,2,0.22,1392,CONSTELLATION BRANDS INC   
77_TAMWORTH_2872,77,2872,Ashuelot Gin,750mL,1,31.99,31.99,2024-11-20,750.0,1,0.79,172662,SWEETWATER FARM         
20_BREDWARDINE_4291,20,4291,Ronrico Gold,1.75L,1,12.99,12.99,2024-02-27,1750.0,1,1.84,12546,JIM BEAM BRANDS COMPANY    
41_LARNWICK_19453,41,19453,Wente Southern Hill Cab Svgn,750mL,1,13.99,13.99,2024-04-02,750.0,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
73_DONCASTER_2932,73,2932,Jameson Black Barrel,750mL,1,31.99,31.99,2024-11-29,750.0,1,0.79,17035,PERNOD RICARD USA          
15_WANBORNE_2026,15,2026,Camarena Silver Tequila,750mL,2,37.98,18.99,2024-08-05,750.0,1,1.57,3252,E & J GALLO WINERY         
72_HARDERSFIELD_7995,72,7995,Patron Reposado Tequila,50mL,2,12.98,6.49,2024-06-16,50.0,1,0.1,9165,ULTRA BEVERAGE COMPANY LLP 
9_BLACKPOOL_2177,9,2177,Canadian Hunter Rye,50mL,1,0.99,0.99,2024-07-30,50.0,1,0.05,8004,SAZERAC CO INC             
23_ARBINGTON_22014,23,22014,Foss Marai Prosecco,750mL,2,33.98,16.99,2024-04-08,750.0,2,0.22,90024,VINILANDIA USA             
30_CULCHETH_4187,30,4187,Kraken Black Spiced Rum,750mL,1,19.99,19.99,2024-05-27,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
2_ASHBORNE_3643,2,3643,Caldwells Vodka,1.75L,2,18.98,9.49,2024-09-09,1750.0,1,3.67,9552,M S WALKER INC             
52_GRAYCOTT_34427,52,34427,Frei Bros RSV Cab Svgn Alex,750mL,1,20.99,20.99,2024-11-22,750.0,2,0.11,3252,E & J GALLO WINERY         
61_AETHELNEY_6249,61,6249,Rodney Strong Chard,750mL,1,10.95,10.95,2024-10-22,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
2_ASHBORNE_523,2,523,Castello Del Poggio Moscato,750mL,4,39.96,9.99,2024-09-30,750.0,2,0.45,4425,MARTIGNETTI COMPANIES
59_CLAETHORPES_13430,59,13430,Agua de Piedra Malbec Selccn,750mL,1,10.99,10.99,2024-11-17,750.0,2,0.11,7153,PINE STATE TRADING CO      
71_CLARCTON_12771,71,12771,Joel Gott Cab Svgn 815,750mL,2,25.98,12.99,2024-05-04,750.0,2,0.22,8892,TRINCHERO FAMILY ESTATES   
23_ARBINGTON_508,23,508,Bacardi Superior Rum,Liter,1,12.99,12.99,2024-05-02,1000.0,1,1.05,480,BACARDI USA INC            
6_GOULCREST_33874,6,33874,Bella Sera Pinot Grigio Del,1.5L,1,9.99,9.99,2024-01-16,1500.0,2,0.22,3252,E & J GALLO WINERY         
27_MOUNTMEND_17073,27,17073,Tomaiolo Pinot Grigio,750mL,1,9.99,9.99,2024-09-09,750.0,2,0.11,7153,PINE STATE TRADING CO      
60_IRRAGIN_8840,60,8840,Burnetts Gin,1.75L,3,35.97,11.99,2024-12-08,1750.0,1,5.51,3924,HEAVEN HILL DISTILLERIES   
31_HORNSEY_8154,31,8154,Cazadores Reposado Tequila,750mL,2,43.98,21.99,2024-12-24,750.0,1,1.57,480,BACARDI USA INC            
62_KILMARNOCK_7341,62,7341,Smirnoff Watermelon,50mL,2,1.98,0.99,2024-10-27,50.0,1,0.1,3960,DIAGEO NORTH AMERICA INC   
14_BROMWICH_3228,14,3228,Ciroc Mango Vodka,50mL,2,3.98,1.99,2024-12-21,50.0,1,0.1,3960,DIAGEO NORTH AMERICA INC   
71_CLARCTON_8130,71,8130,Bacardi Superior Rum,50mL,3,3.87,1.29,2024-01-02,50.0,1,0.16,480,BACARDI USA INC            
67_EANVERNESS_12211,67,12211,Black Box Rsl,3L,1,15.99,15.99,2024-07-24,3000.0,2,0.45,1392,CONSTELLATION BRANDS INC   
13_TARMSWORTH_8673,13,8673,Skinnygirl Margarita,750mL,1,10.99,10.99,2024-12-22,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
48_NORFOLK_8680,48,8680,Crown Royal,1.75L,1,36.99,36.99,2024-12-07,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
38_GOULCREST_14416,38,14416,J Lohr Falcons Perch Pnt Nr,750mL,3,44.97,14.99,2024-06-25,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
25_CAERSHIRE_31231,25,31231,Nobilo Svgn Bl MarlborougH,750mL,3,29.97,9.99,2024-12-26,750.0,2,0.34,1392,CONSTELLATION BRANDS INC   
2_ASHBORNE_12212,2,12212,Black Box Svgn Bl,3L,1,15.99,15.99,2024-06-14,3000.0,2,0.45,1392,CONSTELLATION BRANDS INC   
31_HORNSEY_14706,31,14706,Cupcake Prosecco,750mL,4,41.96,10.49,2024-01-15,750.0,2,0.45,9815,WINE GROUP INC             
73_DONCASTER_28238,73,28238,Banfi Pnt Grigio Rime,750mL,1,8.99,8.99,2024-02-18,750.0,2,0.11,516,BANFI PRODUCTS CORP        
49_GARIGILL_3172,49,3172,Skyy Infusions Blood Orange,750mL,1,12.99,12.99,2024-10-29,750.0,1,0.79,11567,CAMPARI AMERICA            
51_ABERDEEN_39413,51,39413,Mirassou Pnt Nr Cntrl Coast,750mL,1,9.99,9.99,2024-06-09,750.0,2,0.11,3252,E & J GALLO WINERY         
61_AETHELNEY_5765,61,5765,Jose Cuervo Lime Margarita,1.75L,1,15.99,15.99,2024-06-14,1750.0,1,1.84,7245,PROXIMO SPIRITS INC.       
17_OLDHAM_2902,17,2902,Stranahan's Colorado Whiskey,750mL,1,49.99,49.99,2024-11-23,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
62_KILMARNOCK_23049,62,23049,Benziger Svgn Bl N Cst,750mL,1,8.99,8.99,2024-09-05,750.0,2,0.11,9815,WINE GROUP INC             
71_CLARCTON_4249,71,4249,Capt Morgan White Coconut,750mL,1,12.99,12.99,2024-07-03,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
32_MOUNTMEND_3625,32,3625,Absolut 80 Proof,750mL,1,17.99,17.99,2024-02-06,750.0,1,0.79,17035,PERNOD RICARD USA          
31_HORNSEY_5391,31,5391,Kamora Coffee,1.75L,3,47.97,15.99,2024-06-07,1750.0,1,5.51,12546,JIM BEAM BRANDS COMPANY    
25_CAERSHIRE_18533,25,18533,Candia Vyds Diamond,750mL,1,14.99,14.99,2024-12-11,750.0,2,0.11,90046,CANDIA VINEYARDS           
34_PITMERDEN_6593,34,6593,Souverain Chard N Cst,750mL,1,9.99,9.99,2024-12-10,750.0,2,0.11,3252,E & J GALLO WINERY         
74_PAENTMARWY_17187,74,17187,The Messenger Telegram Red 2,750mL,1,9.99,9.99,2024-10-21,750.0,2,0.11,10754,PERFECTA WINES             
62_KILMARNOCK_7345,62,7345,M & R Asti,750mL,1,9.99,9.99,2024-08-28,750.0,2,0.11,480,BACARDI USA INC            
28_LARNWICK_36378,28,36378,MezzaCorona Pnt Grigio,1.5L,2,18.98,9.49,2024-05-01,1500.0,2,0.45,9165,ULTRA BEVERAGE COMPANY LLP 
32_MOUNTMEND_8512,32,8512,Baileys Irish Cream,750mL,1,19.99,19.99,2024-10-25,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
9_BLACKPOOL_1365,9,1365,Stoli Mini Bar 5/50mLs Pack,50mL 5 Pk,1,7.99,7.99,2024-02-15,50.0,1,0.05,8664,"STOLI GROUP,(USA) LLC      "
38_GOULCREST_18535,38,18535,Candia Vyds Ice Storm,375mL,1,27.99,27.99,2024-11-19,375.0,2,0.06,90046,CANDIA VINEYARDS           
20_BREDWARDINE_4798,20,4798,Sambuca Romana Liqueur,50mL,5,9.95,1.99,2024-09-28,50.0,1,0.26,3960,DIAGEO NORTH AMERICA INC   
28_LARNWICK_3650,28,3650,Patron Silver Tequila,750mL,1,48.99,48.99,2024-12-24,750.0,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP 
39_EASTHALLOW_6216,39,6216,Taylor Tawny Port,1.5L,1,7.99,7.99,2024-10-14,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
2_ASHBORNE_23464,2,23464,Kendall Jackson Pnt Gris VR,750mL,1,10.99,10.99,2024-11-20,750.0,2,0.11,10000,MAJESTIC FINE WINES        
69_MOUNTMEND_5312,69,5312,Amaretto DiSaronno,750mL,1,22.99,22.99,2024-03-26,750.0,1,0.79,2555,DISARONNO INTERNATIONAL LLC
25_CAERSHIRE_43223,25,43223,Ch Beauchene Cotes du Rhone,750mL,3,29.97,9.99,2024-06-25,750.0,2,0.34,10754,PERFECTA WINES             
42_BLACK HOLLOW_3638,42,3638,Pinnacle Whipped,50mL,4,3.96,0.99,2024-10-01,50.0,1,0.21,12546,JIM BEAM BRANDS COMPANY    
15_WANBORNE_10420,15,10420,Barefoot Moscato Cal,750mL,7,44.03,6.29,2024-03-16,750.0,2,0.79,3252,E & J GALLO WINERY         
6_GOULCREST_6552,6,6552,Harveys Bristol Cream Sherry,1.5L,1,22.99,22.99,2024-04-20,1500.0,2,0.22,12546,JIM BEAM BRANDS COMPANY    
48_NORFOLK_31320,48,31320,La Vieille Ferme Rose Vntoux,750mL,1,6.99,6.99,2024-08-22,750.0,2,0.11,1587,VINEYARD BRANDS INC        
1_HARDERSFIELD_3329,1,3329,Seagrams Extra Smooth Vodka,1.75L,2,29.98,14.99,2024-08-13,1750.0,1,3.67,9165,ULTRA BEVERAGE COMPANY LLP 
55_DRY GULCH_3180,55,3180,New Amsterdam Vodka,1.75L,18,269.82,14.99,2024-01-29,1750.0,1,33.07,3252,E & J GALLO WINERY         
67_EANVERNESS_6655,67,6655,Carlo Rossi Paisano Calif,1.5L,1,6.99,6.99,2024-11-22,1500.0,2,0.22,3252,E & J GALLO WINERY         
59_CLAETHORPES_6867,59,6867,Rodney Strong Pnt Nr,750mL,3,59.97,19.99,2024-08-25,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
17_OLDHAM_2432,17,2432,Crown Royal,750mL,1,24.99,24.99,2024-09-21,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
38_GOULCREST_3020,38,3020,Pinnacle Blueberry Vodka,750mL,4,39.96,9.99,2024-11-21,750.0,1,3.15,12546,JIM BEAM BRANDS COMPANY    
38_GOULCREST_5367,38,5367,Sambuca di Amore,750mL,5,39.95,7.99,2024-11-04,750.0,1,3.94,660,SAZERAC NORTH AMERICA INC. 
41_LARNWICK_1135,41,1135,Rebel Reserve Bourbon,750mL,1,19.99,19.99,2024-12-22,750.0,1,0.79,8352,LUXCO INC                  
67_EANVERNESS_34906,67,34906,Smoking Loon Syrah,750mL,1,9.99,9.99,2024-11-06,750.0,2,0.11,9552,M S WALKER INC             
